id,parcel_id,owner_name,owner_aadhaar,owner_phone,from_date,to_date,transfer_type,deed_number,consideration_amount,remarks
82efab8b-c1d3-4d34-b942-5270e50e568d,a0a7f3ab-a5b7-4e9b-87b6-c2ffddfbfe5d,Ramesh Kumar Sharma,1138-2113-1195,9541575005,2003-06-08,2016-06-25,Inheritance,DD-6132-660,0,
90158496-3afc-4c8e-9051-90f03e17cf24,a0a7f3ab-a5b7-4e9b-87b6-c2ffddfbfe5d,Pooja Sharma,4594-5641-5127,9307317573,2016-06-25,,Sale,DD-9605-206,25609000.0,
681ee67e-c073-41d2-baed-9f7d864c1d6d,345a7f32-795f-4976-b329-0414d9c147b8,Rajesh Gupta,2022-7271-7366,9457185297,1995-12-12,2000-07-27,Gift,DD-5216-265,8874000.0,
00d3a7e5-e14c-44ee-bd06-38add8a1b58a,345a7f32-795f-4976-b329-0414d9c147b8,Seema Malhotra,2137-9056-4287,9755306663,2000-07-27,2014-08-16,Sale,DD-5230-932,8482000.0,
def75c0c-6e34-43c0-8fc4-14b89e1ba4b6,345a7f32-795f-4976-b329-0414d9c147b8,Santosh Kumar,9857-8065-4578,9759241286,2014-08-16,,Partition,DD-3923-760,8879000.0,
3dab6664-59e6-4d3d-b81c-e8bc87c5360b,d01d171b-9dba-4ff5-b62d-83683f4ae872,Revathy Nair,8898-2985-9770,9485385619,1999-05-22,2001-08-07,Sale,DD-9849-331,21758000.0,
255e32e8-0821-4114-8b64-0ed81e608390,d01d171b-9dba-4ff5-b62d-83683f4ae872,Nitin Gadkari,2485-6985-9759,9465139645,2001-08-07,2002-07-01,Gift,DD-5961-510,18975000.0,
664d8c31-de38-4938-b998-ad453249b3fb,d01d171b-9dba-4ff5-b62d-83683f4ae872,Nitin Gadkari,4327-3893-1644,9512492602,2002-07-01,,Sale,DD-8530-878,21947000.0,
9a30af81-d5b4-4287-976f-7bdd9f5ce62a,794f04bf-e6a5-4b2f-9266-5a2473a769e9,Nitin Gadkari,9570-8509-9791,9259937739,2001-05-28,2013-06-21,Gift,DD-1701-515,12641000.0,
b7392e86-b5d3-4b2a-95d1-e0822216147b,794f04bf-e6a5-4b2f-9266-5a2473a769e9,Santosh Kumar,9010-1312-8720,9763971973,2013-06-21,,Court Decree,DD-4817-173,10931000.0,
c443e326-de4f-4738-971f-0a0f8847f255,2a582c67-bbad-47da-a2e1-36b9124c52f8,Harish Chandra,1746-3841-6496,9167883991,1993-04-17,2005-02-15,Inheritance,DD-6268-956,0,
fd09871d-edb6-41bc-ada6-328881eb0046,2a582c67-bbad-47da-a2e1-36b9124c52f8,Rekha Nair,7060-3703-8187,9361611400,2005-02-15,2014-04-02,Sale,DD-5487-244,6743000.0,
a1f5b038-bdbe-44ac-af83-26d4f72c50df,2a582c67-bbad-47da-a2e1-36b9124c52f8,Uma Shankar,7162-3584-1256,9622877347,2014-04-02,2023-09-13,Court Decree,DD-1666-236,6001000.0,
d1f1caa2-4f19-46da-87e6-e8d56e35ccca,2a582c67-bbad-47da-a2e1-36b9124c52f8,Lakshmi Venkatesh,5648-7819-8798,9843414103,2023-09-13,,Sale,DD-1104-107,5532000.0,
57915f5f-ebf8-46d4-b8a1-8113a686de7c,7c60b022-4889-45b4-b50e-2086b663e1eb,Sunita Verma,2846-3444-8772,9634202492,1994-09-03,2009-03-26,Inheritance,DD-5528-154,0,
c17ea857-c819-4f74-9b53-1043e2649f18,7c60b022-4889-45b4-b50e-2086b663e1eb,Suresh Babu Reddy,1885-6966-5670,9325045286,2009-03-26,2024-02-24,Inheritance,DD-3617-786,0,
204c7835-1f21-4800-88cb-85068fdb539c,7c60b022-4889-45b4-b50e-2086b663e1eb,Prakash Raj,1709-2710-1859,9676986599,2024-02-24,,Partition,DD-5118-442,6891000.0,
e7402289-2ec0-4992-9138-785dd27bcd27,2c1101b2-7bae-41c2-8f60-837873b04e4b,Prakash Raj,3917-7346-7119,9246463340,1990-12-16,2007-01-16,Inheritance,DD-4541-724,0,
6aba9739-fd09-43d5-a932-043db62cb902,2c1101b2-7bae-41c2-8f60-837873b04e4b,Rajesh Gupta,4313-6503-3084,9134461310,2007-01-16,,Partition,DD-4181-747,18740000.0,
98d7a742-05c6-48ea-8b76-50353b88ec3a,858dbca3-aef8-4b03-bcc1-9b9a5ad87dc6,Ranjit Kumar,4643-3440-1083,9548579110,1990-08-29,1998-05-11,Inheritance,DD-5060-435,0,
afe8776e-8324-49a3-9985-a34f507545d3,858dbca3-aef8-4b03-bcc1-9b9a5ad87dc6,Nandini Reddy,1550-7974-9701,9523398047,1998-05-11,,Sale,DD-1656-581,19169000.0,
b14d7a95-ff81-4f9f-8474-b56dda1eef8d,ff662a1e-c626-4f64-be97-76f257386027,Uma Shankar,8607-1022-2158,9513260967,1998-01-14,2020-10-10,Partition,DD-4030-908,3552000.0,
3c3d8f1c-7805-44d9-b1ac-a8a23332edcc,ff662a1e-c626-4f64-be97-76f257386027,Rajesh Gupta,9887-4393-2326,9766208705,2020-10-10,2024-02-09,Gift,DD-9698-133,3441000.0,
a89c37b1-5bf5-40c9-94df-48a4ac83d95c,ff662a1e-c626-4f64-be97-76f257386027,Balu Mahendra,6963-1844-2818,9511194794,2024-02-09,,Gift,DD-1898-627,4226000.0,
9ebe3b1d-7e5b-4743-8520-f9d6c4e3d58a,c8ea0541-177a-49af-ae9e-74f495dac262,Geeta Mahesh Patel,8703-9714-9730,9413816461,1992-09-18,2008-09-17,Partition,DD-8966-613,5235000.0,
c3bfe253-29ae-47e4-a3c8-2f91ca689b88,c8ea0541-177a-49af-ae9e-74f495dac262,Revathy Nair,2075-4085-8501,9193747059,2008-09-17,,Partition,DD-7031-919,5860000.0,
f1960b04-4a68-4689-abc1-c530aee10cf1,a8912a64-a1b4-4085-888a-fd9fa1848e23,Asha Bhosale,8965-9686-9986,9578090317,1989-09-06,1997-05-15,Partition,DD-6616-771,2686000.0,
1a5180c5-391c-44f2-bfb2-c1d75e1fc2fb,a8912a64-a1b4-4085-888a-fd9fa1848e23,Naresh Kumar,3813-5259-4715,9619952085,1997-05-15,2010-02-13,Partition,DD-5982-680,2425000.0,
039f0773-0fc5-44d7-905f-b3d76c798685,a8912a64-a1b4-4085-888a-fd9fa1848e23,Santosh Kumar,6785-5659-8469,9278630985,2010-02-13,2021-12-18,Gift,DD-5720-888,2881000.0,
82ec2f83-3fe9-4613-817e-356dfe112051,a8912a64-a1b4-4085-888a-fd9fa1848e23,Arun Prakash,3873-3514-3641,9355448903,2021-12-18,,Court Decree,DD-3634-828,3066000.0,
5472caf9-831d-46c4-b32f-33edc9cbd902,94459aed-38fa-42a8-ace5-eca20e92f034,Sushma Swarup,8764-5748-3409,9958538383,1991-12-08,2022-12-20,Court Decree,DD-9313-439,42713000.0,
7925e561-38fc-4444-9b52-9aec9ffa8dd1,94459aed-38fa-42a8-ace5-eca20e92f034,Saritha Devi,8847-1656-3284,9828005909,2022-12-20,,Court Decree,DD-8243-446,48080000.0,
cf9e1d40-033e-4875-a5ec-be20a5ac152f,093f5d6a-be58-4a86-ade4-1d59e0222b65,Sridevi Kapoor,7108-1199-5663,9470355261,1989-12-14,2003-02-28,Inheritance,DD-8006-478,0,
1d3aa251-3869-4887-8e85-27fc606b091e,093f5d6a-be58-4a86-ade4-1d59e0222b65,Lakshmi Venkatesh,4533-8278-7809,9962950738,2003-02-28,2011-12-30,Gift,DD-6047-556,20560000.0,
50ff73d7-d6bd-4c59-bccc-0551e69207fc,093f5d6a-be58-4a86-ade4-1d59e0222b65,Ranjit Kumar,7786-3286-2410,9254231505,2011-12-30,2020-11-25,Partition,DD-5728-267,24102000.0,
ebd02b88-b03e-4633-889e-dc1567d9524c,093f5d6a-be58-4a86-ade4-1d59e0222b65,Sunil Shetty,6495-2083-7156,9194970622,2020-11-25,,Inheritance,DD-5968-586,0,
710591a5-1232-40f9-a2ec-dd21ac6781a2,357592ff-c46f-47d1-aae0-605d2d822967,Revathy Nair,5009-1466-2955,9921110081,1986-11-19,2010-12-10,Gift,DD-7834-283,3829000.0,
1753163b-39a5-4b34-9a69-b9bff615467a,357592ff-c46f-47d1-aae0-605d2d822967,Mahesh Babu,8872-8144-5225,9774305616,2010-12-10,,Gift,DD-9078-168,4172000.0,
f76572c1-84f6-43a5-bfab-f34507ef0662,c7f62dc7-7ab0-42ba-8eb6-c0e631bd273f,Asha Bhosale,5932-5447-6939,9202900339,2001-05-20,2001-07-26,Sale,DD-3738-656,1398000.0,
62781d5c-7f3b-468e-a0a0-7738aca0d75d,c7f62dc7-7ab0-42ba-8eb6-c0e631bd273f,Deepika Mehta,9489-5610-7111,9936238554,2001-07-26,2014-05-30,Court Decree,DD-6761-943,1269000.0,
e47d97b4-4dfe-48c2-a582-f3ee72cbfede,c7f62dc7-7ab0-42ba-8eb6-c0e631bd273f,Rekha Nair,2678-4569-3532,9640503265,2014-05-30,2024-05-10,Partition,DD-7750-448,1546000.0,
d04a65be-9a0b-429b-a2e5-96f78d63278d,c7f62dc7-7ab0-42ba-8eb6-c0e631bd273f,Vinod Khanna,9612-9717-2867,9548122132,2024-05-10,,Inheritance,DD-4087-914,0,
6f44e5a7-4875-447b-a5c4-08c9144da459,a4d784e8-c7e1-45a9-a039-b3343b38f57a,Divya Menon,8065-1696-4217,9215768032,1988-12-07,2010-01-10,Partition,DD-2830-179,13621000.0,
d39aad84-30d9-459d-9351-341357c5e07f,a4d784e8-c7e1-45a9-a039-b3343b38f57a,Geeta Mahesh Patel,5145-1709-2085,9423889716,2010-01-10,,Sale,DD-9412-707,11901000.0,
3e3d7d16-1325-4b38-a7b4-2f82f9538c64,8ff9308e-da8c-4eda-84e6-3770cea524d5,Rani Mukherjee,1070-2616-4506,9641375551,1988-04-12,2002-09-12,Inheritance,DD-5617-275,0,
2cfe630a-7eba-4eac-8a88-134934c9b3f3,8ff9308e-da8c-4eda-84e6-3770cea524d5,Seema Malhotra,2758-3963-6813,9507608561,2002-09-12,2005-07-02,Partition,DD-7004-814,23612000.0,
3b0fb340-f5b9-408b-b186-21a06d044520,8ff9308e-da8c-4eda-84e6-3770cea524d5,Geeta Mahesh Patel,6149-3025-8633,9218451078,2005-07-02,2020-02-04,Partition,DD-4510-626,22219000.0,
cc1fd666-2692-4078-940c-1874bd6ffb93,8ff9308e-da8c-4eda-84e6-3770cea524d5,Ganesh Patel,5723-1665-2347,9452311239,2020-02-04,,Court Decree,DD-3226-607,25661000.0,
8f0df238-124f-42bb-af31-334360c10611,6bd7a719-7704-45db-a702-2447e71ddcf8,Rekha Nair,2060-6959-4261,9463602964,1988-11-19,2005-03-06,Court Decree,DD-2666-859,84185000.0,
85e3ca62-655f-4116-b8f9-89556ea4b2a6,6bd7a719-7704-45db-a702-2447e71ddcf8,Kavitha Rao,7958-9177-5563,9921216010,2005-03-06,,Inheritance,DD-7623-225,0,
ed551dea-157e-4774-9a31-0adcdbf35fa4,37bca64e-074f-4ea4-b3a4-0b276e333d33,Balu Mahendra,6356-3502-5960,9767831721,2000-07-31,2003-01-16,Inheritance,DD-7269-719,0,
6e16f301-cb1e-4380-99c5-7c6b8d75506d,37bca64e-074f-4ea4-b3a4-0b276e333d33,Sunil Shetty,9064-8635-4308,9415210792,2003-01-16,2013-04-20,Court Decree,DD-2578-878,13596000.0,
f73ebce2-3cbf-4ae0-9d20-04e3c6358ad4,37bca64e-074f-4ea4-b3a4-0b276e333d33,Dinesh Patil,9856-9955-1289,9920301073,2013-04-20,,Partition,DD-9032-616,12980000.0,
75e1d27a-aa2d-4f21-a832-73bffc68212f,b5ecda74-0bdf-48dc-a39d-821238783957,Ajay Singh,5315-9105-7189,9762433935,1990-06-21,2003-02-01,Inheritance,DD-9301-157,0,
83d6a2c9-1913-4b96-b848-a093a2ed06e1,b5ecda74-0bdf-48dc-a39d-821238783957,Rohit Sharma,1739-3100-7003,9474603593,2003-02-01,2009-02-06,Gift,DD-5660-428,51567000.0,
ed321fd0-da1f-41e5-aecd-dafefad6f731,b5ecda74-0bdf-48dc-a39d-821238783957,Dinesh Patil,7235-2594-8014,9470594501,2009-02-06,,Court Decree,DD-1440-883,62218000.0,
e67d6d15-390f-4b16-b2e5-c8edce7b257c,5b13a2e2-c907-4660-adff-b880631bfdd3,Revathy Nair,4373-6504-9138,9639843588,1996-01-09,1998-02-17,Court Decree,DD-2601-927,46638000.0,
ccbe6051-575e-4e2e-b15d-18359f3619f3,5b13a2e2-c907-4660-adff-b880631bfdd3,Ranjit Kumar,4305-9142-2234,9675347404,1998-02-17,2006-07-19,Gift,DD-3730-729,45230000.0,
dff2a961-0dac-43d0-9676-9894bed07bbe,5b13a2e2-c907-4660-adff-b880631bfdd3,Anita Kumari Singh,5871-7586-4700,9770629385,2006-07-19,2019-04-13,Inheritance,DD-5708-371,0,
70df52cf-7eb2-49b6-9f92-21b99304202c,5b13a2e2-c907-4660-adff-b880631bfdd3,Mohammad Arif Khan,9700-8786-7997,9325205711,2019-04-13,,Sale,DD-2552-706,44540000.0,
a9d8a758-05a8-4beb-8060-ac95aae141e4,1e84064c-2c42-4711-8007-306baad3e8af,Santosh Kumar,4938-3465-5919,9567495148,1988-12-30,1999-07-06,Sale,DD-9556-305,41443000.0,
d2b00b6a-f736-4789-9a42-f0fdc5691858,1e84064c-2c42-4711-8007-306baad3e8af,Mohammad Arif Khan,4335-7757-5373,9984452639,1999-07-06,2001-09-28,Partition,DD-6220-980,48989000.0,
e8eb09df-687f-416f-9462-f79023f56f52,1e84064c-2c42-4711-8007-306baad3e8af,Ravi Shankar,7649-4907-2860,9261020740,2001-09-28,2020-03-17,Gift,DD-3631-362,55100000.0,
5fd75679-732d-4f8e-ae5f-a3c535e936ab,1e84064c-2c42-4711-8007-306baad3e8af,Naresh Kumar,8604-8952-8145,9553139585,2020-03-17,,Inheritance,DD-1453-351,0,
a32f9a2b-c5e2-47bd-8e35-58ecf82e82e8,6cd0b949-cbe0-43ef-ac3c-19fb4d29b16c,Jyoti Prasad,9196-2976-9551,9813197718,1999-10-15,1997-02-12,Inheritance,DD-4867-214,0,
3ebdab1c-3ac2-4bde-989a-46600dc14295,6cd0b949-cbe0-43ef-ac3c-19fb4d29b16c,Lakshmi Venkatesh,4900-3003-6134,9453568052,1997-02-12,2006-09-28,Court Decree,DD-9605-357,81294000.0,
462c993c-a3be-468a-b70d-48296f2ba4a6,6cd0b949-cbe0-43ef-ac3c-19fb4d29b16c,Ravi Shankar,7928-4571-3363,9214690674,2006-09-28,,Court Decree,DD-7388-925,93435000.0,
c5021f07-e60d-4fa5-a56a-b35c9d2f3d4e,39f951af-6105-4fe8-a32f-84e7ffea48fd,Sridevi Kapoor,6067-6945-2999,9674355978,2001-05-27,2001-06-13,Inheritance,DD-5144-665,0,
2f233451-f1ff-4aad-a84d-bede1f850920,39f951af-6105-4fe8-a32f-84e7ffea48fd,Ramesh Kumar Sharma,7438-5186-5929,9196905548,2001-06-13,2010-10-27,Inheritance,DD-8248-497,0,
ee19a5e6-7c2a-4753-9abf-da8ad971a5c2,39f951af-6105-4fe8-a32f-84e7ffea48fd,Rekha Nair,8190-6196-7656,9947523110,2010-10-27,2017-09-21,Inheritance,DD-5872-315,0,
1cb39422-de67-4cee-a02b-dc520d861aa1,39f951af-6105-4fe8-a32f-84e7ffea48fd,Anil Kapoor,8718-7765-6451,9870287372,2017-09-21,,Sale,DD-5489-987,98476000.0,
55427c63-c2ec-4e12-bc30-3baee3a97dee,cb91f52c-d2ca-4f6d-959f-5d2146c72413,Asha Bhosale,8397-8837-3187,9379902891,2000-09-13,2003-03-08,Inheritance,DD-7722-911,0,
ca80cb48-257d-4ebe-b192-808b2b26b074,cb91f52c-d2ca-4f6d-959f-5d2146c72413,Sushma Swarup,4254-2382-7791,9494707031,2003-03-08,,Inheritance,DD-6367-918,0,
8805ebf3-5d19-41ee-99de-c64bc05945d5,5392b5ba-2774-4001-a9ed-dd0739a5db93,Geeta Mahesh Patel,4677-4328-4121,9973394943,1994-09-04,2003-05-05,Partition,DD-8433-947,40980000.0,
38f29833-38f3-454c-9f28-7fdfc5fcde89,5392b5ba-2774-4001-a9ed-dd0739a5db93,Deepika Mehta,8066-4385-4531,9984858711,2003-05-05,,Gift,DD-5717-864,42933000.0,
a2509aea-e7a0-4828-ae34-3438b8cd7ce3,fcb8f9cb-7ae8-4142-8d20-ca6472a9be78,Divya Menon,6804-1745-1087,9372362005,1996-06-08,2012-09-05,Sale,DD-1853-440,66363000.0,
c27366fe-258b-4f52-a50e-5d216178fb97,fcb8f9cb-7ae8-4142-8d20-ca6472a9be78,Lalitha Kumari,7076-3166-1673,9723293073,2012-09-05,,Court Decree,DD-7241-409,82357000.0,
a0c2d7d1-01e9-48d9-993c-370f97fadfc8,b6d9d887-ff5c-49df-bec8-a977e0fb7b4c,Anil Kapoor,3478-8208-1871,9302851261,1989-12-12,2011-07-27,Inheritance,DD-6169-854,0,
e022bdd2-8134-42ee-ae43-b3eec0674260,b6d9d887-ff5c-49df-bec8-a977e0fb7b4c,Arun Prakash,1587-8704-5263,9275615795,2011-07-27,2017-03-04,Inheritance,DD-1894-335,0,
6bff9698-292a-446f-85eb-9eb607187458,b6d9d887-ff5c-49df-bec8-a977e0fb7b4c,Anil Kapoor,1668-8233-6841,9861314243,2017-03-04,2022-02-14,Partition,DD-8150-218,42881000.0,
68bbe649-5731-4ee9-8fa9-532889d6995a,b6d9d887-ff5c-49df-bec8-a977e0fb7b4c,Saritha Devi,3425-3025-6727,9200478487,2022-02-14,,Court Decree,DD-8949-568,44905000.0,
0c4edc8f-58a5-420d-8c33-5c4328ce738e,aab0dc3d-9201-4d25-a351-baac247273bb,Prakash Raj,8861-8439-5412,9738021964,1999-08-27,2005-12-25,Sale,DD-6300-257,90589000.0,
0a03b9e2-a06a-44e7-a543-e86eb4a0c677,aab0dc3d-9201-4d25-a351-baac247273bb,Seema Malhotra,6323-3118-4463,9152272164,2005-12-25,2012-08-20,Sale,DD-6397-144,100777000.0,
0a0187d9-c2be-4e66-a185-45549e0048a9,aab0dc3d-9201-4d25-a351-baac247273bb,Mohammad Arif Khan,9964-7248-2516,9528271054,2012-08-20,,Gift,DD-6294-917,87899000.0,
4b0feb5f-54f8-42d3-929a-0588786bb963,2e46c9b3-d844-4997-b4d1-eb5edd5a6380,Lakshmi Venkatesh,7922-7033-4053,9566117682,1988-12-23,2013-02-26,Partition,DD-5398-676,24713000.0,
f78c1e74-5aeb-4602-bc92-5e348fb37699,2e46c9b3-d844-4997-b4d1-eb5edd5a6380,Prakash Raj,4673-3540-9115,9666161206,2013-02-26,2023-02-20,Partition,DD-2522-141,26081000.0,
d3396c91-6ee9-41f3-8a49-c0b36ceb56be,2e46c9b3-d844-4997-b4d1-eb5edd5a6380,Lakshmi Venkatesh,8825-5921-3434,9237213199,2023-02-20,,Court Decree,DD-2375-397,27053000.0,
a1e54357-4811-4a23-bedb-6801cb5fe828,83e68c12-be68-430a-bae3-5f99d74baaee,Prakash Raj,8371-5342-6592,9969737332,1993-11-06,2005-08-12,Partition,DD-5876-421,39126000.0,
95c6777b-eea9-42d0-b33f-f6e4c6303e0d,83e68c12-be68-430a-bae3-5f99d74baaee,Lakshmi Venkatesh,5248-2742-8107,9673781871,2005-08-12,2009-05-09,Inheritance,DD-4458-289,0,
1da56bf6-e812-4c2c-baa6-af74dfad39f9,83e68c12-be68-430a-bae3-5f99d74baaee,Rekha Nair,8817-8539-7637,9806218351,2009-05-09,,Sale,DD-1095-504,35083000.0,
754cff41-2af6-4d03-a0c1-82d0839743d8,acfa9348-2706-42be-9966-823e6b33133d,Geeta Mahesh Patel,3721-3497-8295,9620815076,1999-09-05,2002-01-31,Partition,DD-3427-585,17270000.0,
9b838f1a-81e8-41fd-b0a7-907323ab769c,acfa9348-2706-42be-9966-823e6b33133d,Ravi Shankar,4298-5830-7418,9154677276,2002-01-31,,Partition,DD-1321-980,17785000.0,
5a77124c-13c9-48d7-9f5e-dd9d6f7c7b5e,9d844500-179a-42c6-b701-09930ada48bc,Priya Devi Nair,3643-5718-4149,9603843081,1993-08-27,2016-09-08,Court Decree,DD-6681-559,9078000.0,
0e8842f6-d739-4e9e-b339-ad4b609c573f,9d844500-179a-42c6-b701-09930ada48bc,Rohit Sharma,6556-8675-3148,9415029454,2016-09-08,2020-05-09,Gift,DD-8178-337,9560000.0,
e9421663-c438-4228-a3fd-b678ff42ac6a,9d844500-179a-42c6-b701-09930ada48bc,Nitin Gadkari,6902-8738-3654,9767698175,2020-05-09,,Partition,DD-7829-953,11725000.0,
522da074-4cef-471f-816b-96ef361c9c62,267bbdbd-76ff-462a-bf81-22c273a15eef,Anil Kapoor,5224-6575-6820,9926108943,2001-05-26,2009-03-03,Court Decree,DD-4714-223,57431000.0,
298d26ad-b957-4cac-b71c-c34d6ebef7c0,267bbdbd-76ff-462a-bf81-22c273a15eef,Nandini Reddy,2706-1826-8173,9957905637,2009-03-03,2024-05-05,Sale,DD-5382-254,68421000.0,
73f51b43-2a8c-468a-a524-8163f3acec99,267bbdbd-76ff-462a-bf81-22c273a15eef,Girish Kumar,2669-1687-9311,9213184291,2024-05-05,,Partition,DD-2817-208,79550000.0,
fc539cfc-61cd-48ee-a69d-97128f674b2f,36dffca8-522b-4a51-89a3-290a77bf0cd9,Santosh Kumar,9677-7909-4738,9248170281,1997-03-23,2013-08-15,Partition,DD-6908-744,25595000.0,
031cfa28-b404-477d-a845-2152623103a2,36dffca8-522b-4a51-89a3-290a77bf0cd9,Sunil Shetty,6927-1487-8251,9256319955,2013-08-15,2018-04-21,Partition,DD-7773-519,30950000.0,
9a31dd8c-aa81-4fe6-84d6-a39447ff2e06,36dffca8-522b-4a51-89a3-290a77bf0cd9,Asha Bhosale,7580-3692-8111,9166001117,2018-04-21,,Sale,DD-9476-171,27357000.0,
ba1d4c81-6618-4ab8-9b59-34d803b70196,87cd3ff4-15db-4987-b5f7-c809344dd598,Girish Kumar,8244-6656-7627,9932579769,1987-07-22,2002-09-30,Inheritance,DD-9919-739,0,
88056c10-0eb8-4d23-939a-41bd4345bd4b,87cd3ff4-15db-4987-b5f7-c809344dd598,Suresh Babu Reddy,9805-6480-7389,9878568781,2002-09-30,2013-04-19,Inheritance,DD-5940-186,0,
4a88e31f-2b3d-47e4-b82c-b8201884d86b,87cd3ff4-15db-4987-b5f7-c809344dd598,Sushma Swarup,4501-2520-9383,9692475544,2013-04-19,2018-06-30,Inheritance,DD-9527-653,0,
825d4bf2-4111-455b-828e-20ed8731ae92,87cd3ff4-15db-4987-b5f7-c809344dd598,Rekha Nair,1383-1456-9846,9736195900,2018-06-30,,Gift,DD-9541-448,80964000.0,
c0122a8b-78a6-401f-92d2-febc8a278ada,df7e64cf-5e36-4d25-86e7-c83287a23e2b,Mohan Das,5057-2724-6371,9654535921,1999-11-17,2002-08-04,Court Decree,DD-3293-831,90737000.0,
5d4bc4c3-cd64-4bec-9e6d-aea0c4c4f965,df7e64cf-5e36-4d25-86e7-c83287a23e2b,Prakash Raj,2605-3401-7974,9989528128,2002-08-04,2021-10-14,Court Decree,DD-4154-942,105384000.0,
4536956e-da35-407f-a952-d05194b1e3ff,df7e64cf-5e36-4d25-86e7-c83287a23e2b,Deepika Mehta,8802-4519-8309,9183829919,2021-10-14,,Partition,DD-2342-194,92198000.0,
7d32164f-8334-405c-9db7-a28f68c23554,eb9ba5a0-7ea5-4145-b18a-69f307ce69fd,Vinod Khanna,7051-2945-7694,9218472553,1989-02-22,1998-07-06,Partition,DD-1534-864,65453000.0,
93f59c3f-84d2-4e92-9d77-29a66f2cbc4a,eb9ba5a0-7ea5-4145-b18a-69f307ce69fd,Sunil Shetty,3511-2929-7086,9427410286,1998-07-06,2019-06-13,Sale,DD-7055-685,63217000.0,
94f79549-50f0-4d98-b72f-5d6eb1f3a732,eb9ba5a0-7ea5-4145-b18a-69f307ce69fd,Santosh Kumar,3328-7910-1797,9427667311,2019-06-13,2023-12-18,Gift,DD-5968-401,66022000.0,
0742f20d-facf-4e7c-9c17-c47b5b055f85,eb9ba5a0-7ea5-4145-b18a-69f307ce69fd,Anil Kapoor,1034-3004-9970,9474358952,2023-12-18,,Gift,DD-4532-287,77751000.0,
a10d2ca8-546d-4168-a942-a2d69dc0fba9,ba47a2d4-d982-4685-9425-726f6e397e2a,Rekha Nair,1406-6060-3028,9791397593,1989-03-05,2003-09-01,Partition,DD-5544-761,10669000.0,
54e31604-69cd-440b-8949-5ea39ee2d2ad,ba47a2d4-d982-4685-9425-726f6e397e2a,Rani Mukherjee,1866-9548-4103,9905906132,2003-09-01,2022-11-17,Court Decree,DD-2395-297,13145000.0,
23dfa35a-1ae0-403f-92fd-ccf40e38a3ee,ba47a2d4-d982-4685-9425-726f6e397e2a,Rani Mukherjee,3944-1310-5504,9944773947,2022-11-17,,Partition,DD-9235-119,11806000.0,
38b97a4b-ef04-48e1-927e-5ef5fbb5bfd6,5bc7d47d-9395-4653-af9e-2ed43406bf83,Asha Bhosale,3973-1445-1958,9420001194,1999-04-09,2014-01-27,Partition,DD-3772-160,4963000.0,
0aa18610-cf74-4164-b868-070b339cb597,5bc7d47d-9395-4653-af9e-2ed43406bf83,Asha Bhosale,5225-7152-2981,9155703707,2014-01-27,,Partition,DD-2617-427,4501000.0,
201280aa-c231-4c6c-9dba-f1f4e161b359,659fb924-d822-4589-8025-3b41dedae870,Santosh Kumar,7116-9854-3755,9939691516,1997-07-30,1996-12-03,Sale,DD-9199-308,89367000.0,
99d39ae7-fe98-4bd7-b868-9614d46d5c14,659fb924-d822-4589-8025-3b41dedae870,Vinod Khanna,8401-1684-1016,9972569546,1996-12-03,2008-12-19,Inheritance,DD-9806-533,0,
889f81ed-84cd-4d80-a89b-877404f5b7d0,659fb924-d822-4589-8025-3b41dedae870,Ramesh Kumar Sharma,1985-8900-5477,9741955612,2008-12-19,2022-07-21,Partition,DD-5739-768,110711000.0,
b0e81664-69ec-47ec-bfcd-22b3a4951c75,659fb924-d822-4589-8025-3b41dedae870,Harish Chandra,9361-5609-1745,9273319432,2022-07-21,,Gift,DD-7228-459,131411000.0,
70e126e8-00f4-465f-9047-a2a5f8e9ae6d,a4c26db0-a977-447a-b770-142dcd059dfd,Divya Menon,1070-1156-3843,9543630426,1999-09-27,2010-10-28,Inheritance,DD-1033-723,0,
f6bef536-9a1b-4183-844b-cfedb423fa5e,a4c26db0-a977-447a-b770-142dcd059dfd,Lakshmi Venkatesh,2270-9825-1507,9993443242,2010-10-28,,Court Decree,DD-9011-880,19183000.0,
6220c8d9-5ab6-41e7-97e1-22cfaa3cb0af,9fbd2eaa-6213-4499-b7d1-7ed3fef7d164,Ganesh Patel,4425-1116-4212,9981674615,1993-10-03,2008-07-15,Partition,DD-6947-137,21812000.0,
f603ed96-3ae1-482c-899c-44791104bd4e,9fbd2eaa-6213-4499-b7d1-7ed3fef7d164,Nandini Reddy,9093-3793-4174,9808496105,2008-07-15,2010-02-04,Partition,DD-2817-990,20960000.0,
631548a6-1001-4e70-bcc8-1e081914e07a,9fbd2eaa-6213-4499-b7d1-7ed3fef7d164,Mohan Das,2065-3087-5253,9711928993,2010-02-04,2010-06-21,Court Decree,DD-3875-166,22747000.0,
3515aab8-06b9-424c-bbc1-dec4944d7b23,9fbd2eaa-6213-4499-b7d1-7ed3fef7d164,Rajesh Gupta,4143-1378-9731,9759767702,2010-06-21,,Inheritance,DD-9570-846,0,
5775f30c-1ee0-447b-bd71-22533b27416b,51bb273f-a949-49b1-a0b1-059042fd0722,Revathy Nair,7943-2219-5095,9311394879,1988-11-03,2005-11-08,Court Decree,DD-1415-855,6287000.0,
